epochs,loss,val_loss,acc,val_acc
10,0.11581167578697205,11.266379356384277,0.9666666388511658,0.5
20,0.017032096162438393,20.991981506347656,1.0,0.4833333194255829
30,0.044369664043188095,33235.609375,0.9833333492279053,0.3166666626930237
40,0.024530358612537384,9.114748001098633,0.9833333492279053,0.6000000238418579
50,0.027192987501621246,15.456603050231934,0.9833333492279053,0.8666666746139526
60,0.38744205236434937,461.75738525390625,0.949999988079071,0.8500000238418579
70,0.0011075324146077037,1.8856322765350342,1.0,0.7166666388511658
80,0.0006480080191977322,0.1289016455411911,1.0,0.9666666388511658
90,0.0014525284059345722,3.1997804641723633,1.0,0.8166666626930237
100,0.23098717629909515,0.31561678647994995,0.9833333492279053,0.9666666388511658
