epochs,loss,val_loss,acc,val_acc
10,0.02718336507678032,61.64490509033203,0.9833333492279053,0.5333333611488342
20,1.1789681911468506,25.96319580078125,0.9833333492279053,0.46666666865348816
30,0.00030841107945889235,99.55794525146484,1.0,0.4833333194255829
40,0.12019074708223343,110.32858276367188,0.9666666388511658,0.4166666567325592
50,0.034477412700653076,48.27800369262695,0.9833333492279053,0.3166666626930237
60,0.006119981873780489,12.003997802734375,1.0,0.5333333611488342
70,0.023351619020104408,156.74673461914062,1.0,0.5666666626930237
80,7.331214533223829e-07,49.95310974121094,1.0,0.6499999761581421
90,0.012635532766580582,289.4570617675781,1.0,0.5333333611488342
100,0.0019432571716606617,75.14397430419922,1.0,0.4166666567325592
