optimizer,loss,val_loss,acc,val_acc
Adam,0.45376265048980713,1.0692485570907593,0.8233082890510559,0.580152690410614
SGD,1.0923280715942383,1.0917043685913086,0.4060150384902954,0.4122137427330017
RMSProp,0.4959435760974884,1.1921429634094238,0.780075192451477,0.6564885377883911
