size,loss,val_loss,acc,val_acc
64,0.44707223773002625,1.066740870475769,0.8082706928253174,0.37404578924179077
128,0.50068199634552,1.0730875730514526,0.8214285969734192,0.37404578924179077
224,0.4429132044315338,1.1607766151428223,0.8308270573616028,0.37404578924179077
