batch_size,loss,val_loss,acc,val_acc
8,1.0706037282943726,1.0631753206253052,0.3909774422645569,0.4122137427330017
16,1.0684493780136108,1.0632131099700928,0.3778195381164551,0.4122137427330017
24,0.6991150975227356,1.0118647813796997,0.6917293071746826,0.580152690410614
32,0.6598628163337708,0.9917266964912415,0.6691729426383972,0.6717557311058044
