size,loss,val_loss,acc,val_acc
8,0.5328783392906189,1.184237003326416,0.7819548845291138,0.37404578924179077
16,0.46608492732048035,1.1687815189361572,0.8308270573616028,0.37404578924179077
24,0.5591253042221069,1.0757369995117188,0.7838345766067505,0.37404578924179077
32,0.42646220326423645,1.104254126548767,0.8251879811286926,0.37404578924179077
